iter	RMSE
912	1.52229567
913	1.521720518
914	1.521268201
915	1.520945535
916	1.520580003
917	1.519998106
918	1.519607469
919	1.519215541
920	1.518740093
921	1.518200331
922	1.517758977
923	1.517431479
924	1.517013317
925	1.516624551
926	1.516120434
927	1.515477187
928	1.515150257
929	1.514639577
930	1.514112918
931	1.51375383
932	1.513192318
933	1.512653667
934	1.512260874
935	1.511792778
936	1.511463088
937	1.511000958
938	1.510622641
939	1.510302015
940	1.509734496
941	1.509343305
942	1.50901622
943	1.508584476
944	1.508153351
945	1.507833734
946	1.507371457
947	1.506993053
948	1.506626794
949	1.50625267
950	1.505842939
951	1.505520793
952	1.505068834
953	1.504660699
954	1.504254031
955	1.503749258
956	1.503366016
957	1.503012305
958	1.502644617
959	1.502265439
960	1.501582545
961	1.501194248
962	1.500748225
963	1.500377136
964	1.499992582
965	1.499381657
966	1.498848149
967	1.498248407
968	1.497739323
969	1.497290839
970	1.496801941
971	1.496349979
972	1.49595479
973	1.495407658
974	1.495099894
975	1.494626065
976	1.494192035
977	1.493851218
978	1.493506955
979	1.493084108
980	1.49274077
981	1.4922898
982	1.491922498
983	1.491538382
984	1.491119082
985	1.490719235
986	1.49012892
987	1.489589679
988	1.48917423
989	1.488764038
990	1.488347008
991	1.487984852
992	1.487656908
993	1.487233182
994	1.486970261
995	1.486517728
996	1.48591222
997	1.48556594
998	1.484968947
999	1.48461187
